1,13,13,0.28209479177387814
2,0,0,0.5462742152960396
2,2,2,-0.5462742152960396
3,0,6,-0.5462742152960396
3,6,0,-0.5462742152960396
4,0,0,-0.31539156525252005
4,2,2,-0.31539156525252005
4,6,6,0.6307831305050401
5,2,6,-0.5462742152960396
5,6,2,-0.5462742152960396
6,0,2,0.5462742152960396
6,2,0,0.5462742152960396
7,0,1,0.3129178677245881
7,1,0,0.3129178677245881
7,2,3,-1.8775072063475284
7,2,5,0.3129178677245881
7,3,2,-1.8775072063475284
7,5,2,0.3129178677245881
8,1,6,-0.8850653848899652
8,4,6,2.6551961546698957
8,6,1,-0.8850653848899652
8,6,4,2.6551961546698957
9,0,1,-0.23654367393939002
9,1,0,-0.23654367393939002
9,2,5,0.23654367393939002
9,5,2,0.23654367393939002
9,6,7,1.4192620436363401
9,6,9,-1.4192620436363401
9,7,6,1.4192620436363401
9,9,6,-1.4192620436363401
10,1,6,1.0035698153359338
10,4,6,1.0035698153359338
10,6,1,1.0035698153359338
10,6,4,1.0035698153359338
10,6,10,-1.3380930871145784
10,10,6,-1.3380930871145784
11,0,1,0.15867832037280646
11,1,0,0.15867832037280646
11,2,3,0.31735664074561293
11,2,5,0.15867832037280646
11,3,2,0.31735664074561293
11,5,2,0.15867832037280646
11,6,7,-1.2694265629824517
11,6,9,-1.2694265629824517
11,6,12,0.42314218766081724
11,7,6,-1.2694265629824517
11,9,6,-1.2694265629824517
11,12,6,0.42314218766081724
12,3,6,1.0035698153359338
12,5,6,1.0035698153359338
12,6,3,1.0035698153359338
12,6,5,1.0035698153359338
12,6,11,-1.3380930871145784
12,11,6,-1.3380930871145784
13,1,2,-0.47308734787878004
13,2,1,-0.47308734787878004
13,2,4,-0.47308734787878004
13,4,2,-0.47308734787878004
13,6,8,2.8385240872726802
13,8,6,2.8385240872726802
14,3,6,-2.6551961546698957
14,5,6,0.8850653848899652
14,6,3,-2.6551961546698957
14,6,5,0.8850653848899652
15,1,2,1.2516714708983523
15,2,1,1.2516714708983523
15,2,4,-1.2516714708983523
15,4,2,-1.2516714708983523
16,1,1,0.6831841051919143
16,3,3,-10.247761577878714
16,4,4,10.247761577878714
16,5,5,-0.6831841051919143
17,1,7,-1.183309581115876
17,4,7,11.833095811158762
17,5,8,-5.916547905579381
17,7,1,-1.183309581115876
17,7,4,11.833095811158762
17,8,5,-5.916547905579381
18,1,1,-0.5045649007287242
18,3,3,2.522824503643621
18,4,4,2.522824503643621
18,5,5,-0.5045649007287242
18,7,7,5.045649007287242
18,8,8,-30.273894043723452
18,9,9,5.045649007287242
19,1,7,1.3818078892723853
